"score","text","klasifikasi"
-1,"guis open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang ongkos kirim via orens dm","Negatif"
-1,"cabe telur harga mati","Negatif"
0,"guis banget isi sosis telur dikit saos sambel harga abang jual sayur pakai motor beli tetangga harga standar","Netral"
3,"indo selamat ulang tahub waves ducks telor mu emas jaya kedap harap banyak nft dngan harga rakyat tani bebek modal minim ternak bebek","Positif"
2,"diskon produk telur segar kualitas butuh protein tubuh keluarga penuh produk terlur segar sunny farm egg sedia aplikasi tanihub dapat harga spesial sk laku","Positif"
0,"lupa kasih harga bubur ase telor","Netral"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang mesan dm","Negatif"
-6,"open order asam pedas tetel melaka lunch set selasa october asam pedas tetel melaka lunch set lunch set asam pedas tetel nasi putih telur masin ulamulaman sambal belacan harga single set pax rm cod lis","Negatif"
1,"harga ayam telur ayam harga beban rakyat dapat stabil rana covid kesan ekonomi sektor benar operasi","Positif"
2,"semangat keluarga ayam bantu telur stabil harga malaysia","Positif"
-1,"asam pedas manbukit katilbg restoran baik melakaduduk sedapmakanpun sedapikan jenahak parangtenggiriampkembung sedia telur masinharga patut masakan panas adaterlanjur melakasinggah yasedap kata","Negatif"
0,"didu asikkk segera urus esemka bis trans kereta cepat harga telur dan lain","Netral"
-1,"allah tolong geli harga telur nak kait keluarga malaysia cringe","Negatif"
0,"nak kawal harga telur ayam","Netral"
0,"sumpah neng banget beli serum purivera harga beli pakai tokopoint hasil main panen telur tokopedia ngeluarin uang peser id jumat request serum sea ceramide","Netral"
-2,"harga telur kelat mahal anjlok anjlok harga telur mahal","Negatif"
-1,"one thing accept after tahun duduk paka order nasi lemak ayam kat banyak kedai literally nasi lemak ayam without bilis kacang timun telur harga rm","Negatif"
0,"kayak senang harga telur anjlok","Netral"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
1,"harga telur ayam segitu harga pakan ayam menang","Positif"
1,"naik harga telor pound potensi angkat derajat telor hidang kelompok proletar hidang kelompok borjuis","Positif"
2,"harga telur semangat hilang patut turun harga telur semangat makan telur penyu kang","Positif"
1,"harga telur stabil","Positif"
0,"jibby libat malaysia kawal harga telur","Netral"
1,"camne nak stabil harga ayam telur etc rakyat pegang tangan ramai nyanyi lagu keluarga malaysia ladies gents present govt malaysia tertawa","Positif"
1,"kpdnhep harga ayam telur stabil pasar","Positif"
1,"nasib pm penat nama nak karang headline islam hadhari kawal harga telur","Positif"
-2,"harga telur anjlok ternak protes istana negara","Negatif"
0,"syahrul yasin limpo tan urus harga telur ayam harga jagung harga cabai harga kedelai","Netral"
1,"nak brain mcm mna nak relate semangat keluarga malaysia harga telur","Positif"
-1,"omong doang urus harga kedelai harga telur harga jagung","Negatif"
-1,"harga telur anjlok perintah dorong industri olah","Negatif"
1,"niece suka games telur harga bertelurtelur plak","Positif"
2,"harga ayam dantelur stabil bahagian harga barang negara menteri dagang negeri ehwal guna kpdnhep dakwa harga puratanasional ayam bersih standard rm sen kilogram","Positif"
0,"harga telur rp kg papua pasar daerah jakarta rp tol laut margin harga kayak hadir tanah papua","Netral"
0,"perintah cari solusi turun harga telur papua natal","Netral"
3,"bm stabil turun harga ayam harga telur stabil bulan belakang paras rmkg ayam sen telur saiz benefit rakyat turun rmkg harga ayam sen biji telur okay","Positif"
0,"harga telur nak semangat pulak setan","Netral"
0,"harga telur papua mahal indonesia banderol rp kg","Netral"
-2,"yves ver kea yok dom bekas take dua harga spesial pakai telor","Negatif"
-1,"telur rebus ganti roti kualitas sari roti harga pas makan seret masyaallah","Negatif"
1,"semangat mende harga minyak masak kg kawal harga ayam harga telur pulak","Positif"
0,"jenguk harga jual ayam telur gred jelang percent turun","Netral"
2,"semangat keluarga malaysia bantu stabil harga ayam telur kpdnhep","Positif"
1,"bangang nak tunggu semangat keluarga malaysia nak stabil harga ayam telur lambung rakyat susah menteri goyang telur","Positif"
3,"kpdnhep kerjasama ahli keluarga industri ayam telur kos untung peringkat rantai tuju margin munasabah harga import makan terna ayam stabil","Positif"
2,"semangat keluarga malaysia bantu stabil harga ayam telur kpdnhep","Positif"
1,"langkah perintah telur bantu sosial bantu serap harga telur akses protein arumdriya murwani teliti cips","Positif"
-1,"harga telur kian turun sebab pasok telur limpah pasar minta masyarakat turun sebab daya beli masyarakat turun presiden joko widodo rakornas kendali inflasi","Negatif"
1,"main industri ayam telur terusi semangat keluarga malaysia tuju margin munasabah tentu harga patut peringkat runcit kpdnhep","Positif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
0,"kpdnhep jaya stabil harga ayam telur sultan johor murka insiden pulau rawa","Netral"
2,"semangat keluarga malaysia bantu stabil harga ayam telur","Positif"
2,"semangat keluarga malaysia bantu stabil harga ayam telur kpdnhep","Positif"
0,"lamongan ketemu nasi pecel telor harga ribu","Netral"
3,"informasi tua saudara kaya harga telur gula beras kaya beli barang beras giling semangat bismillah","Positif"
0,"jaya turun harga purata ayam hasil kerjasama erat main industri ayam telur via","Netral"
0,"menteri tani syahrul yasin limpo siuman minum air putih turun lapang harga telur harga jagung harga kedelai ededeh","Netral"
-1,"sorot anjlok harga telur ahmad muzani biar","Negatif"
1,"tahun ribu ternak ayam telur karanganyar jerit menang akibat turun harga telur tinggi harga pakan jagung","Positif"
0,"kpdnhep jaya stabil harga ayam telur sultan johor murka insiden pulau rawa","Netral"
1,"perintah rencana bangun sentra jagung besar beberapa wilayah jamin sedia harga pakan jangkau kembang industrialisasi telur antisipasi produksi tingkat moga jalan sesuai rencana amin","Positif"
0,"fess jakarta burgernya dihargain pakai telur keju harga burgernya","Netral"
1,"susul warta ayam telur ayam barang kawal akta kawal bekal peran bekal sentiasa stabil cukup mudah oleh guna harga munasabah pasar berita penuh","Positif"
0,"harga telur turuntapi pasar harga telur karpet rbu harga bubagaimana","Netral"
0,"harga telur turun gilagilaan gerindra nasihat perintah","Netral"
0,"telur kilo isi biji dipasin harga kilo rban harga sen","Netral"
-1,"gerindra perintah bantu atas anjlok harga telur apbn psi mana partai rakyat juang rakyat id","Negatif"
1,"harga telur angsur turun dagang sepi beli mari percaya doa besok hari habis gelap terbit terang selamat telur dunia ternak dunia","Positif"
1,"wanita inggris nama kim broughton jual butir telur harga rp juta alas jual telur telur milik bentuk bulat sempurna","Positif"
0,"harga pete murah resep olah pete telur dadar sambal goreng pete nikmat","Netral"
-1,"harga telur ayam bal dadak anjlok sebab","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
-2,"gerindra perintah bantu atas anjlok harga telur apbn muzani nilai biar beban telur komoditas rakyat indonesia sumber merdeka com","Negatif"
-1,"gerindra perintah bantu atas anjlok harga telur apbn","Negatif"
0,"ternak telur hancur rasa tahan harga telur capai kg bep kg serius perintah kroscek lapang nb","Netral"
-1,"fraksi gerindra sorot anjoknya harga telur biar larut","Negatif"
1,"harga pakan ayam turunin harga telur murah bagus masyarakat","Positif"
0,"aku ternak unggas sejahtera putera blitar ketua putera sukarman kondisi ternak ganggu covid harga telur stabil jatuh harga pakan lambung konsentrat pabrikan jagung","Netral"
-2,"serap pasar rendah produksi limpah serap maksimal pasar sebab harga telur alami turun akibat ternak ayam telur alami rugi","Negatif"
-1,"muzani nilai sebab harga telur anjlok tinggi harga pakan ayam produksi ayam telur dampak terap ppkm","Negatif"
-2,"wakil ketua mpr sekretaris jenderal sekjen partai gerindra ahmad muzani tanggap anjlok harga telur pasar capai rp ribu kilogram biar larut sumber makan utama rakyat","Negatif"
0,"eggslap harga murah itu isi telor ceplok mateng ham gede burger king emang","Netral"
-1,"harga telur anjlok sekjen perintah bantu ternak ayam","Negatif"
-1,"harga telur anjlok ternak dorong menko airlangga bentuk industri telur olah","Negatif"
0,"moga reshuffle menteri tani syahrul yasin limpo mulut hasil nol harga telur jagung kedelai","Netral"
-1,"gerindra perintah bantu atas anjlok harga telur","Negatif"
1,"holding bumn pangan gandeng swasta stabil harga telur","Positif"
0,"harga telur turun harga kacang jepit","Netral"
0,"harga bakso telur mahal bakso urat","Netral"
1,"barang tingkat sdgkan minta harap maklum harga turun barang telur buffersimpan ahli cerah mana sebtl masalah","Positif"
1,"harga telur ambon stabil","Positif"
0,"ppp harga telur daerah kalean","Netral"
-1,"fess open order ekado isi telur puyuh balut daging ayam isi mozarella harga kpack pcs dom malang mesan dm","Negatif"
-1,"turun harga telur imbas rugi ternak ayam","Negatif"
-1,"sekretaris jenderal sekjen partai gerindra ahmad muzani perintah bantu ternak ayam anjlok harga telur pasar capai rp kilogram","Negatif"
2,"ngomong-ngomong sambat curhat harga ayam kg besok menu jumat berkah pakai telur balado bihun pakai buah hihi bismillaaaah donasi banget sayang manfaat","Positif"
0,"harga jagung pakan ternak istana kepung telur ayam","Netral"
0,"harga telur blitar turun","Netral"
-1,"harga telur anjlok ternak dorong menko airlangga bentuk industri telur olah","Negatif"
-3,"ikhwan classmate ramai order nasi lemak lauk telur dadar sikit nasi lemak sedap harga nasi lemak lauk tgk saiz ayam not complaining bagai ikut niaga kedekut","Negatif"
-1,"harga telur anjlok ternak dorong menko airlangga bentuk industri telur olah","Negatif"
0,"ketua fraksi gerindra dpr ri anjlok harga telur pasar pengaruh tinggi harga pakan serap pasar turun","Netral"
0,"sekretaris jenderal partai gerindra angkat bicara kait anjlok harga telur pasar capai rp kilogram","Netral"
-2,"anjlok harga telur imbang anjlok harga roti","Negatif"
-1,"partai gerindra perintah bantu atas anjlok harga telur","Negatif"
-1,"harga telur harga jagung harga cabai omong besarsyahrul yasin limpo","Negatif"
-1,"harga telur anjlok gerindra suara","Negatif"
-2,"harga anjlok perintah ancangancang diri industri telur","Negatif"
-1,"gerindra perintah atas harga telur anjlok","Negatif"
1,"harga telur ayam negeri selangor tahap stabil kawal biji telur ayam gred jual harga sen sen biji","Positif"
0,"harga telur murah pakai banget","Netral"
0,"harga telur tunduk julang ujungtanduk","Netral"
-3,"ternak rugi harga telur anjlok biar larut","Negatif"
-1,"fgerindra anjoknya harga telur biar larut","Negatif"
-1,"tani telur jerit harga lorot fgerindra biar larut","Negatif"
-1,"hurm maybe pelik je qa kna niaga qa mmg nak je murah harga barg kat susah santan marjerin telur harga saje tukar brand hampeh tukar resep je maintain harga customer nak condemn je","Negatif"
-1,"gusar percaya khabar angin ikut harga telur ayam pasar bandaraya harga munasabah","Negatif"
-1,"fgerindra anjoknya harga telur biar larut itukeren","Negatif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
1,"kpdnhep selangor maklum harga runcit telur pelbagai gred shah alam tahap stabil kawal arah kpdnhep selangor muhamad zikril azan abdullah","Positif"
-1,"harga telur anjlok rp kg perintah bantu ternak ayam","Negatif"
-1,"harga telur anjlok sekjen gerindra perintah bantu ternak ayam via","Negatif"
0,"nasi padang isi telor dadar perkedel cirebon harga","Netral"
0,"harga telur turun","Netral"
-1,"tan ppkm biang kerok anjlok harga telurbenarkah","Negatif"
-1,"cerita balik anjlok harga telur karanganyar ayam telur paksa makan bpkb dansertifikat","Negatif"
-1,"padu kat cyberjaya harga murah gila set nasi putih tomyam ayam telur dadar rm je padu terukkkkk tomyam","Negatif"
1,"menteri dagang negeri ehwal guna kpdnhep selangor maklum harga runcit telur pelbagai shah alam tahap stabil kawal","Positif"
-1,"inialhtasik harga telur merosot perintah kota tasikmalaya instruksi pns beli telur ternak","Negatif"
0,"akar solusi atas fluktuasi harga ayam telur indonesia","Netral"
1,"ciri harga ayam nak telur pon telur emas","Positif"
-1,"fgerindra anjoknya harga telur biar larut","Negatif"
0,"situasi pelbagai duduk harga telur ayam pasar shah alam paras harga munasabah patut arah kpdnhep selangor","Netral"
0,"pelbagai duduk harga telur ayam paras munasabah","Netral"
0,"ijin komen harga telur pasar konsumtif harga","Netral"
-2,"respons partai gerindra anjlok harga telur pasar capai rp kilo baca lengkap klik","Negatif"
-2,"pimpin mpr anjlok harga telur biar larut","Negatif"
-2,"solution ane pakai ayam telur singkat imbang harga duat duit digelontorin ratusmilyar campaign sasar anggota dewan duit duit duit switching telor daging singkat","Negatif"
0,"baca line trakhirnya nyaman serap pasar rendah kunci ppkm rangorang mesen ayam geprek telor geprek pecah digeprek jadine wajar harga ayam daging mahal","Netral"
-1,"harga telor anjlok nyebab deflasi ayo beli telor naikin minta barang","Negatif"
-1,"biar ternak jual telur masyarakat metode online jual agen tengkulak harga telur ternak jatuh","Negatif"
3,"baca barusan politikus gin tinggi harga pakan ayam sebab produksi telur ayam tambah pandemi ngebul baca tydak pandai akutuu","Positif"
-1,"sebab anjlok harga telur ayam ras","Negatif"
-1,"jual telur harga pasar timbul rugi peteenak banyakpeternak mandiri gulung tikar subsidi produksi rugi produksi solusi import","Negatif"
-1,"harga telur capai ribu ribu hemat rupiah kilo utkmempertahankan harga telur negara mengeluarkna biaa negara rugi menaikkna ppn kemasy","Negatif"
0,"turun harga telur ayam ras","Netral"
0,"kemarin pasar nemu kulit lumpia isi harga ceban nyesel beli bungkus sarap kepake martabak telor ala ala then dipake pisang aroma selagi tante kirim pisang nyampe besok eksistensi kulit lumpia","Netral"
-2,"anjlok harga telur daya serap kurang akibat pandemi covid","Negatif"
0,"telur gedabak angin pasang tsk tsk tsk doa kesihatan lembu harga sila sila","Netral"
-4,"kat setapak nasi lemak harihari beli rmrm rm ayam je rm ayam telur harga rm telur goreng telur rebus tukar jenguk harga nasi lemak rmnasi sambal telur rebus je gila","Negatif"
1,"stabil harga sulteng bulog serap telur ayam milikpeternak","Positif"
1,"pempek radial asli palembang pempek lem telor lenjer ada lenjer kulit paket harga jangkau minat order dm","Positif"
1,"tan siap agenda harga telur babak bur","Positif"
-1,"santai caci maki harga telor ewu emang kontol kui","Negatif"
1,"tan siap agenda harga telur babak bur","Positif"
0,"tan harga telur anjlokpakan lejit","Netral"
-2,"menteri tani syahrul yasin limpo alas anjlok harga telur ayam limpah stok syahrul harga telur ayam anjlok lantar lebih stok lantar hotel restoran tokotoko maksimal","Negatif"
